Name,Species,Weeks,Sex,Condition,Trial ,Correct
Franklin,Dog,13,M,proximal,5,1
Franklin,Dog,13,M,proximal,6,1
Franklin,Dog,13,M,marker,1,1
Franklin,Dog,13,M,marker,2,1
Franklin,Dog,13,M,marker,3,0
Franklin,Dog,13,M,marker,4,1
Franklin,Dog,13,M,marker,5,1
Franklin,Dog,13,M,marker,6,0
Franklin,Dog,13,M,asymmetrical,1,0
Franklin,Dog,13,M,asymmetrical,2,1
Franklin,Dog,13,M,asymmetrical,3,0
Franklin,Dog,13,M,asymmetrical,4,1
Franklin,Dog,13,M,asymmetrical,5,0
Franklin,Dog,13,M,asymmetrical,6,1
Franklin,Dog,13,M,odor,1,1
Franklin,Dog,13,M,odor,2,1
Franklin,Dog,13,M,odor,3,0
Franklin,Dog,13,M,odor,4,0
Franklin,Dog,13,M,odor,5,1
Franklin,Dog,13,M,odor,6,1
Booth,Dog,13,M,proximal,1,1
Booth,Dog,13,M,proximal,2,1
Booth,Dog,13,M,proximal,3,1
Booth,Dog,13,M,proximal,4,1
Booth,Dog,13,M,proximal,5,1
Booth,Dog,13,M,proximal,6,1
Booth,Dog,13,M,marker,1,1
Booth,Dog,13,M,marker,2,0
Booth,Dog,13,M,marker,3,0
Booth,Dog,13,M,marker,4,0
Booth,Dog,13,M,marker,5,1
Booth,Dog,13,M,marker,6,1
Booth,Dog,13,M,asymmetrical,1,0
Booth,Dog,13,M,asymmetrical,2,1
Booth,Dog,13,M,asymmetrical,3,1
Booth,Dog,13,M,asymmetrical,4,1
Booth,Dog,13,M,asymmetrical,5,1
Booth,Dog,13,M,asymmetrical,6,1
Booth,Dog,13,M,odor,1,0
Booth,Dog,13,M,odor,2,0
Booth,Dog,13,M,odor,3,1
Booth,Dog,13,M,odor,4,0
Booth,Dog,13,M,odor,5,0
Booth,Dog,13,M,odor,6,0
Brooks,Dog,12,F,proximal,1,1
Brooks,Dog,12,F,proximal,2,1
Brooks,Dog,12,F,proximal,3,1
Brooks,Dog,12,F,proximal,4,1
Brooks,Dog,12,F,proximal,5,1
Brooks,Dog,12,F,proximal,6,1
Brooks,Dog,12,F,marker,1,1
Brooks,Dog,12,F,marker,2,1
Brooks,Dog,12,F,marker,3,1
Brooks,Dog,12,F,marker,4,1
Brooks,Dog,12,F,marker,5,1
Brooks,Dog,12,F,marker,6,1
Brooks,Dog,12,F,asymmetrical,1,1
Brooks,Dog,12,F,asymmetrical,2,0
Brooks,Dog,12,F,asymmetrical,3,0
Brooks,Dog,12,F,asymmetrical,4,1
Brooks,Dog,12,F,asymmetrical,5,1
Brooks,Dog,12,F,asymmetrical,6,0
Brooks,Dog,12,F,odor,1,0
Brooks,Dog,12,F,odor,2,0
Brooks,Dog,12,F,odor,3,1
Brooks,Dog,12,F,odor,4,1
Brooks,Dog,12,F,odor,5,1
Brooks,Dog,12,F,odor,6,1
Hollis,Dog,12,F,proximal,1,1
Hollis,Dog,12,F,proximal,2,0
Hollis,Dog,12,F,proximal,3,1
Hollis,Dog,12,F,proximal,4,1
Hollis,Dog,12,F,proximal,5,1
Hollis,Dog,12,F,proximal,6,0
Hollis,Dog,12,F,marker,1,0
Hollis,Dog,12,F,marker,2,1
Hollis,Dog,12,F,marker,3,0
Hollis,Dog,12,F,marker,4,1
Hollis,Dog,12,F,marker,5,1
Hollis,Dog,12,F,marker,6,0
Hollis,Dog,12,F,asymmetrical,1,0
Hollis,Dog,12,F,asymmetrical,2,1
Hollis,Dog,12,F,asymmetrical,3,1
Hollis,Dog,12,F,asymmetrical,4,0
Hollis,Dog,12,F,asymmetrical,5,1
Hollis,Dog,12,F,asymmetrical,6,1
Hollis,Dog,12,F,odor,1,1
Hollis,Dog,12,F,odor,2,0
Hollis,Dog,12,F,odor,3,1
Hollis,Dog,12,F,odor,4,1
Hollis,Dog,12,F,odor,5,1
Hollis,Dog,12,F,odor,6,1
Wade,Dog,12,F,proximal,1,1
Wade,Dog,12,F,proximal,2,1
Wade,Dog,12,F,proximal,3,1
Wade,Dog,12,F,proximal,4,1
Wade,Dog,12,F,proximal,5,1
Wade,Dog,12,F,proximal,6,1
Wade,Dog,12,F,marker,1,0
Wade,Dog,12,F,marker,2,1
Wade,Dog,12,F,marker,3,1
Wade,Dog,12,F,marker,4,0
Wade,Dog,12,F,marker,5,1
Wade,Dog,12,F,marker,6,0
Wade,Dog,12,F,asymmetrical,1,0
Wade,Dog,12,F,asymmetrical,2,1
Wade,Dog,12,F,asymmetrical,3,1
Wade,Dog,12,F,asymmetrical,4,0
Wade,Dog,12,F,asymmetrical,5,1
Wade,Dog,12,F,asymmetrical,6,0
Wade,Dog,12,F,odor,1,1
Wade,Dog,12,F,odor,2,0
Wade,Dog,12,F,odor,3,1
Wade,Dog,12,F,odor,4,1
Wade,Dog,12,F,odor,5,1
Wade,Dog,12,F,odor,6,0
Hampshire,Dog,11,F,proximal,1,1
Hampshire,Dog,11,F,proximal,2,1
Hampshire,Dog,11,F,proximal,3,1
Hampshire,Dog,11,F,proximal,4,0
Hampshire,Dog,11,F,proximal,5,0
Hampshire,Dog,11,F,proximal,6,0
Hampshire,Dog,11,F,marker,1,0
Hampshire,Dog,11,F,marker,2,1
Hampshire,Dog,11,F,marker,3,0
Hampshire,Dog,11,F,marker,4,0
Hampshire,Dog,11,F,marker,5,1
Hampshire,Dog,11,F,marker,6,0
Hampshire,Dog,11,F,asymmetrical,1,0
Hampshire,Dog,11,F,asymmetrical,2,1
Hampshire,Dog,11,F,asymmetrical,3,0
Hampshire,Dog,11,F,asymmetrical,4,1
Hampshire,Dog,11,F,asymmetrical,5,1
Hampshire,Dog,11,F,asymmetrical,6,0
Hampshire,Dog,11,F,odor,1,1
Hampshire,Dog,11,F,odor,2,1
Hampshire,Dog,11,F,odor,3,0
Hampshire,Dog,11,F,odor,4,0
Hampshire,Dog,11,F,odor,5,1
Hampshire,Dog,11,F,odor,6,0
Penn,Dog,11,F,proximal,1,1
Penn,Dog,11,F,proximal,2,1
Penn,Dog,11,F,proximal,3,1
Penn,Dog,11,F,proximal,4,1
Penn,Dog,11,F,proximal,5,1
Penn,Dog,11,F,proximal,6,1
Penn,Dog,11,F,marker,1,1
Penn,Dog,11,F,marker,2,1
Penn,Dog,11,F,marker,3,1
Penn,Dog,11,F,marker,4,1
Penn,Dog,11,F,marker,5,1
Penn,Dog,11,F,marker,6,1
Penn,Dog,11,F,asymmetrical,1,0
Penn,Dog,11,F,asymmetrical,2,0
Penn,Dog,11,F,asymmetrical,3,0
Penn,Dog,11,F,asymmetrical,4,0
Penn,Dog,11,F,asymmetrical,5,1
Penn,Dog,11,F,asymmetrical,6,0
Penn,Dog,11,F,odor,1,1
Penn,Dog,11,F,odor,2,0
Penn,Dog,11,F,odor,3,1
Penn,Dog,11,F,odor,4,1
Penn,Dog,11,F,odor,5,1
Penn,Dog,11,F,odor,6,0
Porter,Dog,11,F,proximal,1,1
Porter,Dog,11,F,proximal,2,0
Porter,Dog,11,F,proximal,3,0
Porter,Dog,11,F,proximal,4,0
Porter,Dog,11,F,proximal,5,1
Porter,Dog,11,F,proximal,6,0
Porter,Dog,11,F,marker,1,1
Porter,Dog,11,F,marker,2,1
Porter,Dog,11,F,marker,3,1
Porter,Dog,11,F,marker,4,1
Porter,Dog,11,F,marker,5,0
Porter,Dog,11,F,marker,6,1
Porter,Dog,11,F,asymmetrical,1,0
Porter,Dog,11,F,asymmetrical,2,1
Porter,Dog,11,F,asymmetrical,3,0
Porter,Dog,11,F,asymmetrical,4,1
Porter,Dog,11,F,asymmetrical,5,0
Porter,Dog,11,F,asymmetrical,6,0
Porter,Dog,11,F,odor,1,1
Porter,Dog,11,F,odor,2,0
Porter,Dog,11,F,odor,3,0
Porter,Dog,11,F,odor,4,0
Porter,Dog,11,F,odor,5,0
Porter,Dog,11,F,odor,6,0
Divot,Dog,13,M,proximal,1,1
Divot,Dog,13,M,proximal,2,1
Divot,Dog,13,M,proximal,3,1
Divot,Dog,13,M,proximal,4,1
Divot,Dog,13,M,proximal,5,1
Divot,Dog,13,M,proximal,6,1
Divot,Dog,13,M,marker,1,1
Divot,Dog,13,M,marker,2,1
Divot,Dog,13,M,marker,3,1
Divot,Dog,13,M,marker,4,0
Divot,Dog,13,M,marker,5,0
Divot,Dog,13,M,marker,6,1
Divot,Dog,13,M,asymmetrical,1,0
Divot,Dog,13,M,asymmetrical,2,0
Divot,Dog,13,M,asymmetrical,3,0
Divot,Dog,13,M,asymmetrical,4,0
Divot,Dog,13,M,asymmetrical,5,1
Divot,Dog,13,M,asymmetrical,6,0
Divot,Dog,13,M,odor,1,0
Divot,Dog,13,M,odor,2,1
Divot,Dog,13,M,odor,3,1
Divot,Dog,13,M,odor,4,0
Divot,Dog,13,M,odor,5,1
Divot,Dog,13,M,odor,6,1
JGrey,Dog,11,M,proximal,1,1
JGrey,Dog,11,M,proximal,2,1
JGrey,Dog,11,M,proximal,3,1
JGrey,Dog,11,M,proximal,4,1
JGrey,Dog,11,M,proximal,5,1
JGrey,Dog,11,M,proximal,6,1
JGrey,Dog,11,M,marker,1,1
JGrey,Dog,11,M,marker,2,1
JGrey,Dog,11,M,marker,3,1
JGrey,Dog,11,M,marker,4,1
JGrey,Dog,11,M,marker,5,0
JGrey,Dog,11,M,marker,6,1
JGrey,Dog,11,M,asymmetrical,1,0
JGrey,Dog,11,M,asymmetrical,2,0
JGrey,Dog,11,M,asymmetrical,3,0
JGrey,Dog,11,M,asymmetrical,4,0
JGrey,Dog,11,M,asymmetrical,5,0
JGrey,Dog,11,M,asymmetrical,6,0
JGrey,Dog,11,M,odor,1,1
JGrey,Dog,11,M,odor,2,1
JGrey,Dog,11,M,odor,3,0
JGrey,Dog,11,M,odor,4,1
JGrey,Dog,11,M,odor,5,0
JGrey,Dog,11,M,odor,6,1
Apollo,Dog,13,M,proximal,1,1
Apollo,Dog,13,M,proximal,2,1
Apollo,Dog,13,M,proximal,3,0
Apollo,Dog,13,M,proximal,4,1
Apollo,Dog,13,M,proximal,5,1
Apollo,Dog,13,M,proximal,6,1
Apollo,Dog,13,M,marker,1,1
Apollo,Dog,13,M,marker,2,1
Apollo,Dog,13,M,marker,3,1
Apollo,Dog,13,M,marker,4,1
Apollo,Dog,13,M,marker,5,1
Apollo,Dog,13,M,marker,6,0
Apollo,Dog,13,M,asymmetrical,1,0
Apollo,Dog,13,M,asymmetrical,2,1
Apollo,Dog,13,M,asymmetrical,3,1
Apollo,Dog,13,M,asymmetrical,4,1
Apollo,Dog,13,M,asymmetrical,5,0
Apollo,Dog,13,M,asymmetrical,6,1
Apollo,Dog,13,M,odor,1,1
Apollo,Dog,13,M,odor,2,0
Apollo,Dog,13,M,odor,3,0
Apollo,Dog,13,M,odor,4,0
Apollo,Dog,13,M,odor,5,1
Apollo,Dog,13,M,odor,6,NA
Zelda,Dog,14,F,proximal,1,1
Zelda,Dog,14,F,proximal,2,1
Zelda,Dog,14,F,proximal,3,0
Zelda,Dog,14,F,proximal,4,0
Zelda,Dog,14,F,proximal,5,1
Zelda,Dog,14,F,proximal,6,0
Zelda,Dog,14,F,marker,1,1
Zelda,Dog,14,F,marker,2,1
Zelda,Dog,14,F,marker,3,1
Zelda,Dog,14,F,marker,4,1
Zelda,Dog,14,F,marker,5,1
Zelda,Dog,14,F,marker,6,1
Zelda,Dog,14,F,asymmetrical,1,0
Zelda,Dog,14,F,asymmetrical,2,0
Zelda,Dog,14,F,asymmetrical,3,1
Zelda,Dog,14,F,asymmetrical,4,0
Zelda,Dog,14,F,asymmetrical,5,NA
Zelda,Dog,14,F,asymmetrical,6,NA
Zelda,Dog,14,F,odor,1,1
Zelda,Dog,14,F,odor,2,0
Zelda,Dog,14,F,odor,3,0
Zelda,Dog,14,F,odor,4,1
Zelda,Dog,14,F,odor,5,1
Zelda,Dog,14,F,odor,6,1
Orion,Dog,16,M,proximal,1,1
Orion,Dog,16,M,proximal,2,1
Orion,Dog,16,M,proximal,3,1
Orion,Dog,16,M,proximal,4,1
Orion,Dog,16,M,proximal,5,1
Orion,Dog,16,M,proximal,6,1
Orion,Dog,16,M,marker,1,1
Orion,Dog,16,M,marker,2,1
Orion,Dog,16,M,marker,3,1
Orion,Dog,16,M,marker,4,0
Orion,Dog,16,M,marker,5,0
Orion,Dog,16,M,marker,6,1
Orion,Dog,16,M,asymmetrical,1,0
Orion,Dog,16,M,asymmetrical,2,0
Orion,Dog,16,M,asymmetrical,3,0
Orion,Dog,16,M,asymmetrical,4,0
Orion,Dog,16,M,asymmetrical,5,1
Orion,Dog,16,M,asymmetrical,6,1
Orion,Dog,16,M,odor,1,0
Orion,Dog,16,M,odor,2,1
Orion,Dog,16,M,odor,3,1
Orion,Dog,16,M,odor,4,0
Orion,Dog,16,M,odor,5,0
Orion,Dog,16,M,odor,6,1
CCI01,Dog,18,M,proximal,1,1
CCI01,Dog,18,M,proximal,2,1
CCI01,Dog,18,M,proximal,3,1
CCI01,Dog,18,M,proximal,4,1
CCI01,Dog,18,M,proximal,5,1
CCI01,Dog,18,M,proximal,6,1
CCI01,Dog,18,M,marker,1,1
CCI01,Dog,18,M,marker,2,0
CCI01,Dog,18,M,marker,3,0
CCI01,Dog,18,M,marker,4,1
CCI01,Dog,18,M,marker,5,0
CCI01,Dog,18,M,marker,6,1
CCI01,Dog,18,M,asymmetrical,1,0
CCI01,Dog,18,M,asymmetrical,2,0
CCI01,Dog,18,M,asymmetrical,3,1
CCI01,Dog,18,M,asymmetrical,4,0
CCI01,Dog,18,M,asymmetrical,5,0
CCI01,Dog,18,M,asymmetrical,6,1
CCI01,Dog,18,M,odor,1,1
CCI01,Dog,18,M,odor,2,0
CCI01,Dog,18,M,odor,3,0
CCI01,Dog,18,M,odor,4,1
CCI01,Dog,18,M,odor,5,1
CCI01,Dog,18,M,odor,6,0
CCI02,Dog,15,M,proximal,1,1
CCI02,Dog,15,M,proximal,2,1
CCI02,Dog,15,M,proximal,3,0
CCI02,Dog,15,M,proximal,4,1
CCI02,Dog,15,M,proximal,5,1
CCI02,Dog,15,M,proximal,6,0
CCI02,Dog,15,M,marker,1,1
CCI02,Dog,15,M,marker,2,1
CCI02,Dog,15,M,marker,3,1
CCI02,Dog,15,M,marker,4,1
CCI02,Dog,15,M,marker,5,1
CCI02,Dog,15,M,marker,6,1
CCI02,Dog,15,M,asymmetrical,1,0
CCI02,Dog,15,M,asymmetrical,2,1
CCI02,Dog,15,M,asymmetrical,3,0
CCI02,Dog,15,M,asymmetrical,4,1
CCI02,Dog,15,M,asymmetrical,5,0
CCI02,Dog,15,M,asymmetrical,6,0
CCI02,Dog,15,M,odor,1,0
CCI02,Dog,15,M,odor,2,1
CCI02,Dog,15,M,odor,3,1
CCI02,Dog,15,M,odor,4,1
CCI02,Dog,15,M,odor,5,0
CCI02,Dog,15,M,odor,6,0
CCI03,Dog,14,M,proximal,1,1
CCI03,Dog,14,M,proximal,2,1
CCI03,Dog,14,M,proximal,3,0
CCI03,Dog,14,M,proximal,4,1
CCI03,Dog,14,M,proximal,5,1
CCI03,Dog,14,M,proximal,6,1
CCI03,Dog,14,M,marker,1,1
CCI03,Dog,14,M,marker,2,0
CCI03,Dog,14,M,marker,3,0
CCI03,Dog,14,M,marker,4,1
CCI03,Dog,14,M,marker,5,0
CCI03,Dog,14,M,marker,6,1
CCI03,Dog,14,M,asymmetrical,1,0
CCI03,Dog,14,M,asymmetrical,2,1
CCI03,Dog,14,M,asymmetrical,3,1
CCI03,Dog,14,M,asymmetrical,4,0
CCI03,Dog,14,M,asymmetrical,5,0
CCI03,Dog,14,M,asymmetrical,6,0
CCI03,Dog,14,M,odor,1,1
CCI03,Dog,14,M,odor,2,0
CCI03,Dog,14,M,odor,3,1
CCI03,Dog,14,M,odor,4,1
CCI03,Dog,14,M,odor,5,0
CCI03,Dog,14,M,odor,6,0
CCI04,Dog,14,M,proximal,1,1
CCI04,Dog,14,M,proximal,2,1
CCI04,Dog,14,M,proximal,3,0
CCI04,Dog,14,M,proximal,4,1
CCI04,Dog,14,M,proximal,5,1
CCI04,Dog,14,M,proximal,6,0
CCI04,Dog,14,M,marker,1,0
CCI04,Dog,14,M,marker,2,0
CCI04,Dog,14,M,marker,3,1
CCI04,Dog,14,M,marker,4,1
CCI04,Dog,14,M,marker,5,0
CCI04,Dog,14,M,marker,6,1
CCI04,Dog,14,M,asymmetrical,1,1
CCI04,Dog,14,M,asymmetrical,2,1
CCI04,Dog,14,M,asymmetrical,3,1
CCI04,Dog,14,M,asymmetrical,4,1
CCI04,Dog,14,M,asymmetrical,5,1
CCI04,Dog,14,M,asymmetrical,6,1
CCI04,Dog,14,M,odor,1,1
CCI04,Dog,14,M,odor,2,1
CCI04,Dog,14,M,odor,3,0
CCI04,Dog,14,M,odor,4,1
CCI04,Dog,14,M,odor,5,1
CCI04,Dog,14,M,odor,6,0
CCI05,Dog,15,M,proximal,1,1
CCI05,Dog,15,M,proximal,2,1
CCI05,Dog,15,M,proximal,3,0
CCI05,Dog,15,M,proximal,4,0
CCI05,Dog,15,M,proximal,5,1
CCI05,Dog,15,M,proximal,6,1
CCI05,Dog,15,M,marker,1,1
CCI05,Dog,15,M,marker,2,1
CCI05,Dog,15,M,marker,3,1
CCI05,Dog,15,M,marker,4,1
CCI05,Dog,15,M,marker,5,1
CCI05,Dog,15,M,marker,6,1
CCI05,Dog,15,M,asymmetrical,1,0
CCI05,Dog,15,M,asymmetrical,2,1
CCI05,Dog,15,M,asymmetrical,3,0
CCI05,Dog,15,M,asymmetrical,4,1
CCI05,Dog,15,M,asymmetrical,5,0
CCI05,Dog,15,M,asymmetrical,6,1
CCI05,Dog,15,M,odor,1,1
CCI05,Dog,15,M,odor,2,0
CCI05,Dog,15,M,odor,3,0
CCI05,Dog,15,M,odor,4,1
CCI05,Dog,15,M,odor,5,0
CCI05,Dog,15,M,odor,6,0
CCI07,Dog,7,M,proximal,1,1
CCI07,Dog,7,M,proximal,2,1
CCI07,Dog,7,M,proximal,3,0
CCI07,Dog,7,M,proximal,4,0
CCI07,Dog,7,M,proximal,5,1
CCI07,Dog,7,M,proximal,6,1
CCI07,Dog,7,M,marker,1,1
CCI07,Dog,7,M,marker,2,1
CCI07,Dog,7,M,marker,3,1
CCI07,Dog,7,M,marker,4,1
CCI07,Dog,7,M,marker,5,1
CCI07,Dog,7,M,marker,6,0
CCI07,Dog,7,M,asymmetrical,1,0
CCI07,Dog,7,M,asymmetrical,2,0
CCI07,Dog,7,M,asymmetrical,3,1
CCI07,Dog,7,M,asymmetrical,4,1
CCI07,Dog,7,M,asymmetrical,5,0
CCI07,Dog,7,M,asymmetrical,6,1
CCI07,Dog,7,M,odor,1,1
CCI07,Dog,7,M,odor,2,0
CCI07,Dog,7,M,odor,3,0
CCI07,Dog,7,M,odor,4,0
CCI07,Dog,7,M,odor,5,1
CCI07,Dog,7,M,odor,6,0
CCI09,Dog,7,F,proximal,1,0
CCI09,Dog,7,F,proximal,2,0
CCI09,Dog,7,F,proximal,3,1
CCI09,Dog,7,F,proximal,4,1
CCI09,Dog,7,F,proximal,5,0
CCI09,Dog,7,F,proximal,6,1
CCI09,Dog,7,F,marker,1,1
CCI09,Dog,7,F,marker,2,1
CCI09,Dog,7,F,marker,3,1
CCI09,Dog,7,F,marker,4,0
CCI09,Dog,7,F,marker,5,1
CCI09,Dog,7,F,marker,6,1
CCI09,Dog,7,F,asymmetrical,1,0
CCI09,Dog,7,F,asymmetrical,2,0
CCI09,Dog,7,F,asymmetrical,3,0
CCI09,Dog,7,F,asymmetrical,4,0
CCI09,Dog,7,F,asymmetrical,5,0
CCI09,Dog,7,F,asymmetrical,6,0
CCI09,Dog,7,F,odor,1,1
CCI09,Dog,7,F,odor,2,0
CCI09,Dog,7,F,odor,3,1
CCI09,Dog,7,F,odor,4,0
CCI09,Dog,7,F,odor,5,0
CCI09,Dog,7,F,odor,6,0
CCI10,Dog,7,F,proximal,1,0
CCI10,Dog,7,F,proximal,2,0
CCI10,Dog,7,F,proximal,3,1
CCI10,Dog,7,F,proximal,4,1
CCI10,Dog,7,F,proximal,5,0
CCI10,Dog,7,F,proximal,6,1
CCI10,Dog,7,F,marker,1,1
CCI10,Dog,7,F,marker,2,0
CCI10,Dog,7,F,marker,3,1
CCI10,Dog,7,F,marker,4,0
CCI10,Dog,7,F,marker,5,0
CCI10,Dog,7,F,marker,6,1
CCI10,Dog,7,F,asymmetrical,1,0
CCI10,Dog,7,F,asymmetrical,2,0
CCI10,Dog,7,F,asymmetrical,3,0
CCI10,Dog,7,F,asymmetrical,4,0
CCI10,Dog,7,F,asymmetrical,5,0
CCI10,Dog,7,F,asymmetrical,6,0
CCI10,Dog,7,F,odor,1,0
CCI10,Dog,7,F,odor,2,0
CCI10,Dog,7,F,odor,3,0
CCI10,Dog,7,F,odor,4,0
CCI10,Dog,7,F,odor,5,1
CCI10,Dog,7,F,odor,6,0
CCI15,Dog,7,M,proximal,1,1
CCI15,Dog,7,M,proximal,2,1
CCI15,Dog,7,M,proximal,3,0
CCI15,Dog,7,M,proximal,4,1
CCI15,Dog,7,M,proximal,5,1
CCI15,Dog,7,M,proximal,6,0
CCI15,Dog,7,M,marker,1,1
CCI15,Dog,7,M,marker,2,1
CCI15,Dog,7,M,marker,3,1
CCI15,Dog,7,M,marker,4,0
CCI15,Dog,7,M,marker,5,1
CCI15,Dog,7,M,marker,6,1
CCI15,Dog,7,M,asymmetrical,1,0
CCI15,Dog,7,M,asymmetrical,2,1
CCI15,Dog,7,M,asymmetrical,3,1
CCI15,Dog,7,M,asymmetrical,4,0
CCI15,Dog,7,M,asymmetrical,5,1
CCI15,Dog,7,M,asymmetrical,6,0
CCI15,Dog,7,M,odor,1,1
CCI15,Dog,7,M,odor,2,1
CCI15,Dog,7,M,odor,3,0
CCI15,Dog,7,M,odor,4,0
CCI15,Dog,7,M,odor,5,0
CCI15,Dog,7,M,odor,6,0
CCI17,Dog,7,F,proximal,1,1
CCI17,Dog,7,F,proximal,2,0
CCI17,Dog,7,F,proximal,3,1
CCI17,Dog,7,F,proximal,4,1
CCI17,Dog,7,F,proximal,5,1
CCI17,Dog,7,F,proximal,6,1
CCI17,Dog,7,F,marker,1,1
CCI17,Dog,7,F,marker,2,1
CCI17,Dog,7,F,marker,3,0
CCI17,Dog,7,F,marker,4,1
CCI17,Dog,7,F,marker,5,1
CCI17,Dog,7,F,marker,6,0
CCI17,Dog,7,F,asymmetrical,1,1
CCI17,Dog,7,F,asymmetrical,2,1
CCI17,Dog,7,F,asymmetrical,3,1
CCI17,Dog,7,F,asymmetrical,4,1
CCI17,Dog,7,F,asymmetrical,5,1
CCI17,Dog,7,F,asymmetrical,6,1
CCI17,Dog,7,F,odor,1,1
CCI17,Dog,7,F,odor,2,1
CCI17,Dog,7,F,odor,3,1
CCI17,Dog,7,F,odor,4,1
CCI17,Dog,7,F,odor,5,1
CCI17,Dog,7,F,odor,6,1
CCI19,Dog,8,M,proximal,1,1
CCI19,Dog,8,M,proximal,2,1
CCI19,Dog,8,M,proximal,3,1
CCI19,Dog,8,M,proximal,4,1
CCI19,Dog,8,M,proximal,5,1
CCI19,Dog,8,M,proximal,6,1
CCI19,Dog,8,M,marker,1,1
CCI19,Dog,8,M,marker,2,1
CCI19,Dog,8,M,marker,3,0
CCI19,Dog,8,M,marker,4,1
CCI19,Dog,8,M,marker,5,1
CCI19,Dog,8,M,marker,6,1
CCI19,Dog,8,M,asymmetrical,1,0
CCI19,Dog,8,M,asymmetrical,2,0
CCI19,Dog,8,M,asymmetrical,3,0
CCI19,Dog,8,M,asymmetrical,4,0
CCI19,Dog,8,M,asymmetrical,5,0
CCI19,Dog,8,M,asymmetrical,6,0
CCI19,Dog,8,M,odor,1,0
CCI19,Dog,8,M,odor,2,0
CCI19,Dog,8,M,odor,3,0
CCI19,Dog,8,M,odor,4,0
CCI19,Dog,8,M,odor,5,0
CCI19,Dog,8,M,odor,6,1
CCI20,Dog,8,F,proximal,1,0
CCI20,Dog,8,F,proximal,2,0
CCI20,Dog,8,F,proximal,3,1
CCI20,Dog,8,F,proximal,4,0
CCI20,Dog,8,F,proximal,5,0
CCI20,Dog,8,F,proximal,6,0
CCI20,Dog,8,F,marker,1,1
CCI20,Dog,8,F,marker,2,1
CCI20,Dog,8,F,marker,3,1
CCI20,Dog,8,F,marker,4,1
CCI20,Dog,8,F,marker,5,1
CCI20,Dog,8,F,marker,6,1
CCI20,Dog,8,F,asymmetrical,1,1
CCI20,Dog,8,F,asymmetrical,2,0
CCI20,Dog,8,F,asymmetrical,3,0
CCI20,Dog,8,F,asymmetrical,4,0
CCI20,Dog,8,F,asymmetrical,5,0
CCI20,Dog,8,F,asymmetrical,6,0
CCI20,Dog,8,F,odor,1,1
CCI20,Dog,8,F,odor,2,1
CCI20,Dog,8,F,odor,3,1
CCI20,Dog,8,F,odor,4,0
CCI20,Dog,8,F,odor,5,1
CCI20,Dog,8,F,odor,6,0
CCI24,Dog,8,M,proximal,1,1
CCI24,Dog,8,M,proximal,2,1
CCI24,Dog,8,M,proximal,3,0
CCI24,Dog,8,M,proximal,4,1
CCI24,Dog,8,M,proximal,5,1
CCI24,Dog,8,M,proximal,6,0
CCI24,Dog,8,M,marker,1,1
CCI24,Dog,8,M,marker,2,1
CCI24,Dog,8,M,marker,3,1
CCI24,Dog,8,M,marker,4,1
CCI24,Dog,8,M,marker,5,1
CCI24,Dog,8,M,marker,6,1
CCI24,Dog,8,M,asymmetrical,1,0
CCI24,Dog,8,M,asymmetrical,2,0
CCI24,Dog,8,M,asymmetrical,3,0
CCI24,Dog,8,M,asymmetrical,4,1
CCI24,Dog,8,M,asymmetrical,5,0
CCI24,Dog,8,M,asymmetrical,6,0
CCI24,Dog,8,M,odor,1,0
CCI24,Dog,8,M,odor,2,0
CCI24,Dog,8,M,odor,3,1
CCI24,Dog,8,M,odor,4,1
CCI24,Dog,8,M,odor,5,0
CCI24,Dog,8,M,odor,6,1
CCI25,Dog,8,M,proximal,1,1
CCI25,Dog,8,M,proximal,2,0
CCI25,Dog,8,M,proximal,3,0
CCI25,Dog,8,M,proximal,4,1
CCI25,Dog,8,M,proximal,5,1
CCI25,Dog,8,M,proximal,6,1
CCI25,Dog,8,M,marker,1,1
CCI25,Dog,8,M,marker,2,1
CCI25,Dog,8,M,marker,3,1
CCI25,Dog,8,M,marker,4,1
CCI25,Dog,8,M,marker,5,1
CCI25,Dog,8,M,marker,6,1
CCI25,Dog,8,M,asymmetrical,1,1
CCI25,Dog,8,M,asymmetrical,2,0
CCI25,Dog,8,M,asymmetrical,3,0
CCI25,Dog,8,M,asymmetrical,4,1
CCI25,Dog,8,M,asymmetrical,5,1
CCI25,Dog,8,M,asymmetrical,6,0
CCI25,Dog,8,M,odor,1,1
CCI25,Dog,8,M,odor,2,0
CCI25,Dog,8,M,odor,3,1
CCI25,Dog,8,M,odor,4,0
CCI25,Dog,8,M,odor,5,1
CCI25,Dog,8,M,odor,6,0
CCI26,Dog,8,M,proximal,1,1
CCI26,Dog,8,M,proximal,2,1
CCI26,Dog,8,M,proximal,3,0
CCI26,Dog,8,M,proximal,4,0
CCI26,Dog,8,M,proximal,5,1
CCI26,Dog,8,M,proximal,6,1
CCI26,Dog,8,M,marker,1,1
CCI26,Dog,8,M,marker,2,1
CCI26,Dog,8,M,marker,3,1
CCI26,Dog,8,M,marker,4,1
CCI26,Dog,8,M,marker,5,1
CCI26,Dog,8,M,marker,6,1
CCI26,Dog,8,M,asymmetrical,1,0
CCI26,Dog,8,M,asymmetrical,2,0
CCI26,Dog,8,M,asymmetrical,3,0
CCI26,Dog,8,M,asymmetrical,4,0
CCI26,Dog,8,M,asymmetrical,5,0
CCI26,Dog,8,M,asymmetrical,6,1
