Name,Species,Weeks,Type,Condition,Trial,Touch
Skye,Wolf,12,T1,SU,14,0
Skye,Wolf,12,T1,SU,15,0
Skye,Wolf,12,T1,SU,16,0
Scarlet,Wolf,12,T1,SF,1,0
Scarlet,Wolf,12,T1,SF,2,0
Scarlet,Wolf,12,T1,SF,3,1
Scarlet,Wolf,12,T1,SF,4,0
Scarlet,Wolf,12,T1,SU,5,0
Scarlet,Wolf,12,T1,SU,6,0
Scarlet,Wolf,12,T1,SU,7,0
Scarlet,Wolf,12,T1,SU,8,0
Scarlet,Wolf,12,T1,NSF,9,1
Scarlet,Wolf,12,T1,NSF,10,1
Scarlet,Wolf,12,T1,NSF,11,0
Scarlet,Wolf,12,T1,NSF,12,0
Scarlet,Wolf,12,T1,NSU,13,1
Scarlet,Wolf,12,T1,NSU,14,0
Scarlet,Wolf,12,T1,NSU,15,1
Scarlet,Wolf,12,T1,NSU,16,1
Renner,Wolf,12,T1,SU,1,0
Renner,Wolf,12,T1,SU,2,0
Renner,Wolf,12,T1,SU,3,0
Renner,Wolf,12,T1,SU,4,0
Renner,Wolf,12,T1,SF,5,0
Renner,Wolf,12,T1,SF,6,0
Renner,Wolf,12,T1,SF,7,1
Renner,Wolf,12,T1,SF,8,1
Renner,Wolf,12,T1,NSU,9,0
Renner,Wolf,12,T1,NSU,10,0
Renner,Wolf,12,T1,NSU,11,1
Renner,Wolf,12,T1,NSU,12,1
Renner,Wolf,12,T1,NSF,13,1
Renner,Wolf,12,T1,NSF,14,0
Renner,Wolf,12,T1,NSF,15,1
Renner,Wolf,12,T1,NSF,16,0
Alaina,Wolf,11,T1,NSU,1,1
Alaina,Wolf,11,T1,NSU,2,1
Alaina,Wolf,11,T1,NSU,3,1
Alaina,Wolf,11,T1,NSU,4,1
Alaina,Wolf,11,T1,NSF,5,1
Alaina,Wolf,11,T1,NSF,6,1
Alaina,Wolf,11,T1,NSF,7,1
Alaina,Wolf,11,T1,NSF,8,1
Alaina,Wolf,11,T1,SU,9,0
Alaina,Wolf,11,T1,SU,10,0
Alaina,Wolf,11,T1,SU,11,0
Alaina,Wolf,11,T1,SU,12,1
Alaina,Wolf,11,T1,SF,13,0
Alaina,Wolf,11,T1,SF,14,0
Alaina,Wolf,11,T1,SF,15,0
Alaina,Wolf,11,T1,SF,16,1
Clay,Wolf,11,T1,NSF,1,1
Clay,Wolf,11,T1,NSF,2,0
Clay,Wolf,11,T1,NSF,3,1
Clay,Wolf,11,T1,NSF,4,1
Clay,Wolf,11,T1,NSU,5,1
Clay,Wolf,11,T1,NSU,6,1
Clay,Wolf,11,T1,NSU,7,0
Clay,Wolf,11,T1,NSU,8,1
Clay,Wolf,11,T1,SF,9,0
Clay,Wolf,11,T1,SF,10,0
Clay,Wolf,11,T1,SF,11,1
Clay,Wolf,11,T1,SF,12,0
Clay,Wolf,11,T1,SU,13,0
Clay,Wolf,11,T1,SU,14,0
Clay,Wolf,11,T1,SU,15,0
Clay,Wolf,11,T1,SU,16,0
Cherri,Wolf,11,T1,SF,1,0
Cherri,Wolf,11,T1,SF,2,0
Cherri,Wolf,11,T1,SF,3,0
Cherri,Wolf,11,T1,SF,4,0
Cherri,Wolf,11,T1,SU,5,0
Cherri,Wolf,11,T1,SU,6,0
Cherri,Wolf,11,T1,SU,7,0
Cherri,Wolf,11,T1,SU,8,0
Cherri,Wolf,11,T1,NSF,9,1
Cherri,Wolf,11,T1,NSF,10,0
Cherri,Wolf,11,T1,NSF,11,0
Cherri,Wolf,11,T1,NSF,12,0
Cherri,Wolf,11,T1,NSU,13,1
Cherri,Wolf,11,T1,NSU,14,0
Cherri,Wolf,11,T1,NSU,15,0
Cherri,Wolf,11,T1,NSU,16,0
Ezra,Wolf,12,T1,SU,1,0
Ezra,Wolf,12,T1,SU,2,0
Ezra,Wolf,12,T1,SU,3,0
Ezra,Wolf,12,T1,SU,4,0
Ezra,Wolf,12,T1,SF,5,0
Ezra,Wolf,12,T1,SF,6,0
Ezra,Wolf,12,T1,SF,7,0
Ezra,Wolf,12,T1,SF,8,0
Ezra,Wolf,12,T1,NSU,9,1
Ezra,Wolf,12,T1,NSU,10,1
Ezra,Wolf,12,T1,NSU,11,1
Ezra,Wolf,12,T1,NSU,12,1
Ezra,Wolf,12,T1,NSF,13,1
Ezra,Wolf,12,T1,NSF,14,1
Ezra,Wolf,12,T1,NSF,15,1
Ezra,Wolf,12,T1,NSF,16,1
Courtney,Wolf,12,T1,NSU,1,1
Courtney,Wolf,12,T1,NSU,2,1
Courtney,Wolf,12,T1,NSU,3,1
Courtney,Wolf,12,T1,NSU,4,1
Courtney,Wolf,12,T1,NSF,5,0
Courtney,Wolf,12,T1,NSF,6,1
Courtney,Wolf,12,T1,NSF,7,1
Courtney,Wolf,12,T1,NSF,8,1
Courtney,Wolf,12,T1,SU,9,0
Courtney,Wolf,12,T1,SU,10,0
Courtney,Wolf,12,T1,SU,11,0
Courtney,Wolf,12,T1,SU,12,0
Courtney,Wolf,12,T1,SF,13,0
Courtney,Wolf,12,T1,SF,14,0
Courtney,Wolf,12,T1,SF,15,0
Courtney,Wolf,12,T1,SF,16,0
Tiny,Wolf,11,T1,NSF,1,1
Tiny,Wolf,11,T1,NSF,2,1
Tiny,Wolf,11,T1,NSF,3,1
Tiny,Wolf,11,T1,NSF,4,0
Tiny,Wolf,11,T1,NSU,5,0
Tiny,Wolf,11,T1,NSU,6,1
Tiny,Wolf,11,T1,NSU,7,1
Tiny,Wolf,11,T1,NSU,8,0
Tiny,Wolf,11,T1,SF,9,0
Tiny,Wolf,11,T1,SF,10,0
Tiny,Wolf,11,T1,SF,11,0
Tiny,Wolf,11,T1,SF,12,0
Tiny,Wolf,11,T1,SU,13,0
Tiny,Wolf,11,T1,SU,14,1
Tiny,Wolf,11,T1,SU,15,0
Tiny,Wolf,11,T1,SU,16,0
Grey,Wolf,11,T1,NSU,1,1
Grey,Wolf,11,T1,NSU,2,1
Grey,Wolf,11,T1,NSU,3,1
Grey,Wolf,11,T1,NSU,4,1
Grey,Wolf,11,T1,NSF,5,1
Grey,Wolf,11,T1,NSF,6,0
Grey,Wolf,11,T1,NSF,7,1
Grey,Wolf,11,T1,NSF,8,0
Grey,Wolf,11,T1,SU,9,1
Grey,Wolf,11,T1,SU,10,1
Grey,Wolf,11,T1,SU,11,0
Grey,Wolf,11,T1,SU,12,0
Grey,Wolf,11,T1,SF,13,1
Grey,Wolf,11,T1,SF,14,1
Grey,Wolf,11,T1,SF,15,0
Grey,Wolf,11,T1,SF,16,1
Mara,Wolf,8,T1,NSU,1,1
Mara,Wolf,8,T1,NSU,2,1
Mara,Wolf,8,T1,NSU,3,1
Mara,Wolf,8,T1,NSU,4,1
Mara,Wolf,8,T1,NSF,5,1
Mara,Wolf,8,T1,NSF,6,0
Mara,Wolf,8,T1,NSF,7,1
Mara,Wolf,8,T1,NSF,8,1
Mara,Wolf,8,T1,SU,9,0
Mara,Wolf,8,T1,SU,10,0
Mara,Wolf,8,T1,SU,11,0
Mara,Wolf,8,T1,SU,12,1
Mara,Wolf,8,T1,SF,13,0
Mara,Wolf,8,T1,SF,14,1
Mara,Wolf,8,T1,SF,15,1
Mara,Wolf,8,T1,SF,16,0
Dwight,Wolf,8,T1,SF,1,0
Dwight,Wolf,8,T1,SF,2,1
Dwight,Wolf,8,T1,SF,3,0
Dwight,Wolf,8,T1,SF,4,0
Dwight,Wolf,8,T1,SU,5,0
Dwight,Wolf,8,T1,SU,6,0
Dwight,Wolf,8,T1,SU,7,0
Dwight,Wolf,8,T1,SU,8,1
Dwight,Wolf,8,T1,NSF,9,1
Dwight,Wolf,8,T1,NSF,10,0
Dwight,Wolf,8,T1,NSF,11,0
Dwight,Wolf,8,T1,NSF,12,0
Dwight,Wolf,8,T1,NSU,13,1
Dwight,Wolf,8,T1,NSU,14,0
Dwight,Wolf,8,T1,NSU,15,1
Dwight,Wolf,8,T1,NSU,16,0
Garland,Wolf,11,T1,SU,1,0
Garland,Wolf,11,T1,SU,2,0
Garland,Wolf,11,T1,SU,3,0
Garland,Wolf,11,T1,SU,4,0
Garland,Wolf,11,T1,SF,5,1
Garland,Wolf,11,T1,SF,6,1
Garland,Wolf,11,T1,SF,7,1
Garland,Wolf,11,T1,SF,8,1
Garland,Wolf,11,T1,NSU,9,1
Garland,Wolf,11,T1,NSU,10,1
Garland,Wolf,11,T1,NSU,11,1
Garland,Wolf,11,T1,NSU,12,1
Garland,Wolf,11,T1,NSF,13,1
Garland,Wolf,11,T1,NSF,14,0
Garland,Wolf,11,T1,NSF,15,1
Garland,Wolf,11,T1,NSF,16,1
Kameron,Wolf,8,T1,NSF,1,1
Kameron,Wolf,8,T1,NSF,2,1
Kameron,Wolf,8,T1,NSF,3,1
Kameron,Wolf,8,T1,NSF,4,0
Kameron,Wolf,8,T1,NSU,5,1
Kameron,Wolf,8,T1,NSU,6,1
Kameron,Wolf,8,T1,NSU,7,1
Kameron,Wolf,8,T1,NSU,8,1
Kameron,Wolf,8,T1,SF,9,0
Kameron,Wolf,8,T1,SF,10,0
Kameron,Wolf,8,T1,SF,11,1
Kameron,Wolf,8,T1,SF,12,0
Kameron,Wolf,8,T1,SU,13,0
Kameron,Wolf,8,T1,SU,14,1
Kameron,Wolf,8,T1,SU,15,0
Kameron,Wolf,8,T1,SU,16,1
Gavin,Wolf,11,T1,SF,1,0
Gavin,Wolf,11,T1,SF,2,0
Gavin,Wolf,11,T1,SF,3,0
Gavin,Wolf,11,T1,SF,4,0
Gavin,Wolf,11,T1,SU,5,0
Gavin,Wolf,11,T1,SU,6,0
Gavin,Wolf,11,T1,SU,7,0
Gavin,Wolf,11,T1,SU,8,0
Gavin,Wolf,11,T1,NSF,9,0
Gavin,Wolf,11,T1,NSF,10,1
Gavin,Wolf,11,T1,NSF,11,1
Gavin,Wolf,11,T1,NSF,12,0
Gavin,Wolf,11,T1,NSU,13,0
Gavin,Wolf,11,T1,NSU,14,1
Gavin,Wolf,11,T1,NSU,15,1
Gavin,Wolf,11,T1,NSU,16,0
Nathan,Wolf,11,T1,SU,1,0
Nathan,Wolf,11,T1,SU,2,0
Nathan,Wolf,11,T1,SU,3,0
Nathan,Wolf,11,T1,SU,4,0
Nathan,Wolf,11,T1,SF,5,0
Nathan,Wolf,11,T1,SF,6,0
Nathan,Wolf,11,T1,SF,7,0
Nathan,Wolf,11,T1,SF,8,0
Nathan,Wolf,11,T1,NSU,9,1
Nathan,Wolf,11,T1,NSU,10,1
Nathan,Wolf,11,T1,NSU,11,0
Nathan,Wolf,11,T1,NSU,12,0
Nathan,Wolf,11,T1,NSF,13,1
Nathan,Wolf,11,T1,NSF,14,1
Nathan,Wolf,11,T1,NSF,15,1
Nathan,Wolf,11,T1,NSF,16,1
Jordan,Wolf,12,T1,NSF,1,1
Jordan,Wolf,12,T1,NSF,2,1
Jordan,Wolf,12,T1,NSF,3,1
Jordan,Wolf,12,T1,NSF,4,1
Jordan,Wolf,12,T1,NSU,5,1
Jordan,Wolf,12,T1,NSU,6,1
Jordan,Wolf,12,T1,NSU,7,1
Jordan,Wolf,12,T1,NSU,8,1
Jordan,Wolf,12,T1,SF,9,0
Jordan,Wolf,12,T1,SF,10,0
Jordan,Wolf,12,T1,SF,11,0
Jordan,Wolf,12,T1,SF,12,0
Jordan,Wolf,12,T1,SU,13,0
Jordan,Wolf,12,T1,SU,14,0
Jordan,Wolf,12,T1,SU,15,0
Jordan,Wolf,12,T1,SU,16,0
Lexi,Wolf,12,T1,NSU,1,1
Lexi,Wolf,12,T1,NSU,2,1
Lexi,Wolf,12,T1,NSU,3,1
Lexi,Wolf,12,T1,NSU,4,0
Lexi,Wolf,12,T1,NSF,5,0
Lexi,Wolf,12,T1,NSF,6,0
Lexi,Wolf,12,T1,NSF,7,0
Lexi,Wolf,12,T1,NSF,8,0
Lexi,Wolf,12,T1,SU,9,0
Lexi,Wolf,12,T1,SU,10,0
Lexi,Wolf,12,T1,SU,11,0
Lexi,Wolf,12,T1,SU,12,0
Lexi,Wolf,12,T1,SF,13,0
Lexi,Wolf,12,T1,SF,14,0
Lexi,Wolf,12,T1,SF,15,0
Lexi,Wolf,12,T1,SF,16,0
Freya,Wolf,12,T1,NSF,1,1
Freya,Wolf,12,T1,NSF,2,1
Freya,Wolf,12,T1,NSF,3,0
Freya,Wolf,12,T1,NSF,4,0
Freya,Wolf,12,T1,NSU,5,1
Freya,Wolf,12,T1,NSU,6,1
Freya,Wolf,12,T1,NSU,7,1
Freya,Wolf,12,T1,NSU,8,1
Freya,Wolf,12,T1,SF,9,0
Freya,Wolf,12,T1,SF,10,0
Freya,Wolf,12,T1,SF,11,0
Freya,Wolf,12,T1,SF,12,NA
Freya,Wolf,12,T1,SU,13,NA
Freya,Wolf,12,T1,SU,14,NA
Freya,Wolf,12,T1,SU,15,NA
Freya,Wolf,12,T1,SU,16,NA
Gallo,Wolf,10,T1,NSU,1,1
Gallo,Wolf,10,T1,NSU,2,0
Gallo,Wolf,10,T1,NSU,3,1
Gallo,Wolf,10,T1,NSU,4,1
Gallo,Wolf,10,T1,NSF,5,1
Gallo,Wolf,10,T1,NSF,6,1
Gallo,Wolf,10,T1,NSF,7,0
Gallo,Wolf,10,T1,NSF,8,1
Gallo,Wolf,10,T1,SU,9,0
Gallo,Wolf,10,T1,SU,10,NA
Gallo,Wolf,10,T1,SU,11,NA
Gallo,Wolf,10,T1,SU,12,NA
Gallo,Wolf,10,T1,SF,13,0
Gallo,Wolf,10,T1,SF,14,0
Gallo,Wolf,10,T1,SF,15,0
Gallo,Wolf,10,T1,SF,16,0
Dwayne,Wolf,11,T1,NSU,1,1
Dwayne,Wolf,11,T1,NSU,2,0
Dwayne,Wolf,11,T1,NSU,3,1
Dwayne,Wolf,11,T1,NSU,4,1
Dwayne,Wolf,11,T1,NSF,5,1
Dwayne,Wolf,11,T1,NSF,6,0
Dwayne,Wolf,11,T1,NSF,7,0
Dwayne,Wolf,11,T1,NSF,8,1
Dwayne,Wolf,11,T1,SU,9,0
Dwayne,Wolf,11,T1,SU,10,0
Dwayne,Wolf,11,T1,SU,11,NA
Dwayne,Wolf,11,T1,SU,12,NA
Dwayne,Wolf,11,T1,SF,13,1
Dwayne,Wolf,11,T1,SF,14,1
Dwayne,Wolf,11,T1,SF,15,0
Dwayne,Wolf,11,T1,SF,16,1
Artemis,Wolf,12,T1,SF,1,1
Artemis,Wolf,12,T1,SF,2,1
Artemis,Wolf,12,T1,SF,3,1
Artemis,Wolf,12,T1,SF,4,1
Artemis,Wolf,12,T1,SU,5,0
Artemis,Wolf,12,T1,SU,6,NA
Artemis,Wolf,12,T1,SU,7,NA
Artemis,Wolf,12,T1,SU,8,NA
Artemis,Wolf,12,T1,NSF,9,1
Artemis,Wolf,12,T1,NSF,10,1
Artemis,Wolf,12,T1,NSF,11,0
Artemis,Wolf,12,T1,NSF,12,0
Artemis,Wolf,12,T1,NSU,13,1
Artemis,Wolf,12,T1,NSU,14,1
Artemis,Wolf,12,T1,NSU,15,1
Artemis,Wolf,12,T1,NSU,16,1
Jane,Wolf,11,T1,NSF,1,0
Jane,Wolf,11,T1,NSF,2,1
Jane,Wolf,11,T1,NSF,3,1
Jane,Wolf,11,T1,NSF,4,1
Jane,Wolf,11,T1,NSU,5,1
Jane,Wolf,11,T1,NSU,6,1
Jane,Wolf,11,T1,NSU,7,1
Jane,Wolf,11,T1,NSU,8,1
Jane,Wolf,11,T1,SF,9,0
Jane,Wolf,11,T1,SF,10,1
Jane,Wolf,11,T1,SF,11,0
Jane,Wolf,11,T1,SF,12,1
Jane,Wolf,11,T1,SU,13,0
Jane,Wolf,11,T1,SU,14,NA
Jane,Wolf,11,T1,SU,15,NA
Jane,Wolf,11,T1,SU,16,NA
Madoni,Wolf,10,T1,SU,1,0
Madoni,Wolf,10,T1,SU,2,0
Madoni,Wolf,10,T1,SU,3,0
Madoni,Wolf,10,T1,SU,4,1
Madoni,Wolf,10,T1,SF,5,0
Madoni,Wolf,10,T1,SF,6,1
Madoni,Wolf,10,T1,SF,7,1
Madoni,Wolf,10,T1,SF,8,0
Madoni,Wolf,10,T1,NSU,9,1
Madoni,Wolf,10,T1,NSU,10,1
Madoni,Wolf,10,T1,NSU,11,1
Madoni,Wolf,10,T1,NSU,12,1
Madoni,Wolf,10,T1,NSF,13,1
Madoni,Wolf,10,T1,NSF,14,0
Madoni,Wolf,10,T1,NSF,15,1
Madoni,Wolf,10,T1,NSF,16,1
Franklin,Dog,13,T1,NSU,1,1
Franklin,Dog,13,T1,NSU,2,1
Franklin,Dog,13,T1,NSU,3,1
Franklin,Dog,13,T1,NSU,4,1
Franklin,Dog,13,T1,NSF,5,1
Franklin,Dog,13,T1,NSF,6,0
Franklin,Dog,13,T1,NSF,7,1
Franklin,Dog,13,T1,NSF,8,0
Franklin,Dog,13,T1,SU,9,1
Franklin,Dog,13,T1,SU,10,1
Franklin,Dog,13,T1,SU,11,1
Franklin,Dog,13,T1,SU,12,1
Franklin,Dog,13,T1,SF,13,1
Franklin,Dog,13,T1,SF,14,1
Franklin,Dog,13,T1,SF,15,1
Franklin,Dog,13,T1,SF,16,1
Booth,Dog,13,T1,NSF,1,1
Booth,Dog,13,T1,NSF,2,1
Booth,Dog,13,T1,NSF,3,1
Booth,Dog,13,T1,NSF,4,0
Booth,Dog,13,T1,NSU,5,1
Booth,Dog,13,T1,NSU,6,1
Booth,Dog,13,T1,NSU,7,1
Booth,Dog,13,T1,NSU,8,1
Booth,Dog,13,T1,SF,9,0
Booth,Dog,13,T1,SF,10,1
Booth,Dog,13,T1,SF,11,1
Booth,Dog,13,T1,SF,12,1
Booth,Dog,13,T1,SU,13,1
Booth,Dog,13,T1,SU,14,1
Booth,Dog,13,T1,SU,15,1
Booth,Dog,13,T1,SU,16,1
Brooks,Dog,12,T1,SU,1,1
Brooks,Dog,12,T1,SU,2,0
Brooks,Dog,12,T1,SU,3,1
Brooks,Dog,12,T1,SU,4,1
Brooks,Dog,12,T1,SF,5,0
Brooks,Dog,12,T1,SF,6,0
Brooks,Dog,12,T1,SF,7,0
Brooks,Dog,12,T1,SF,8,0
Brooks,Dog,12,T1,NSU,9,1
Brooks,Dog,12,T1,NSU,10,1
Brooks,Dog,12,T1,NSU,11,1
Brooks,Dog,12,T1,NSU,12,0
Brooks,Dog,12,T1,NSF,13,1
Brooks,Dog,12,T1,NSF,14,0
Brooks,Dog,12,T1,NSF,15,0
Brooks,Dog,12,T1,NSF,16,0
Hollis,Dog,12,T1,NSU,1,1
Hollis,Dog,12,T1,NSU,2,1
Hollis,Dog,12,T1,NSU,3,1
Hollis,Dog,12,T1,NSU,4,1
Hollis,Dog,12,T1,NSF,5,1
Hollis,Dog,12,T1,NSF,6,1
Hollis,Dog,12,T1,NSF,7,1
Hollis,Dog,12,T1,NSF,8,1
Hollis,Dog,12,T1,SU,9,1
Hollis,Dog,12,T1,SU,10,0
Hollis,Dog,12,T1,SU,11,0
Hollis,Dog,12,T1,SU,12,0
Hollis,Dog,12,T1,SF,13,1
Hollis,Dog,12,T1,SF,14,0
Hollis,Dog,12,T1,SF,15,0
Hollis,Dog,12,T1,SF,16,0
Wade,Dog,12,T1,SF,1,1
Wade,Dog,12,T1,SF,2,1
Wade,Dog,12,T1,SF,3,0
Wade,Dog,12,T1,SF,4,0
Wade,Dog,12,T1,SU,5,1
Wade,Dog,12,T1,SU,6,1
Wade,Dog,12,T1,SU,7,0
Wade,Dog,12,T1,SU,8,0
Wade,Dog,12,T1,NSF,9,1
Wade,Dog,12,T1,NSF,10,1
Wade,Dog,12,T1,NSF,11,1
Wade,Dog,12,T1,NSF,12,1
Wade,Dog,12,T1,NSU,13,1
Wade,Dog,12,T1,NSU,14,1
Wade,Dog,12,T1,NSU,15,0
Wade,Dog,12,T1,NSU,16,1
Hampshire,Dog,11,T1,SF,1,1
Hampshire,Dog,11,T1,SF,2,1
Hampshire,Dog,11,T1,SF,3,0
Hampshire,Dog,11,T1,SF,4,0
Hampshire,Dog,11,T1,SU,5,1
Hampshire,Dog,11,T1,SU,6,1
Hampshire,Dog,11,T1,SU,7,0
Hampshire,Dog,11,T1,SU,8,1
Hampshire,Dog,11,T1,NSF,9,0
Hampshire,Dog,11,T1,NSF,10,0
Hampshire,Dog,11,T1,NSF,11,1
Hampshire,Dog,11,T1,NSF,12,1
Hampshire,Dog,11,T1,NSU,13,1
Hampshire,Dog,11,T1,NSU,14,1
Hampshire,Dog,11,T1,NSU,15,1
Hampshire,Dog,11,T1,NSU,16,1
Penn,Dog,11,T1,SU,1,1
Penn,Dog,11,T1,SU,2,1
Penn,Dog,11,T1,SU,3,0
Penn,Dog,11,T1,SU,4,0
Penn,Dog,11,T1,SF,5,1
Penn,Dog,11,T1,SF,6,0
Penn,Dog,11,T1,SF,7,0
Penn,Dog,11,T1,SF,8,1
Penn,Dog,11,T1,NSU,9,1
Penn,Dog,11,T1,NSU,10,1
Penn,Dog,11,T1,NSU,11,1
Penn,Dog,11,T1,NSU,12,1
Penn,Dog,11,T1,NSF,13,1
Penn,Dog,11,T1,NSF,14,1
Penn,Dog,11,T1,NSF,15,1
Penn,Dog,11,T1,NSF,16,1
Porter,Dog,11,T1,NSF,1,1
Porter,Dog,11,T1,NSF,2,1
Porter,Dog,11,T1,NSF,3,0
Porter,Dog,11,T1,NSF,4,1
Porter,Dog,11,T1,NSU,5,1
Porter,Dog,11,T1,NSU,6,0
Porter,Dog,11,T1,NSU,7,1
Porter,Dog,11,T1,NSU,8,0
Porter,Dog,11,T1,SF,9,1
Porter,Dog,11,T1,SF,10,0
Porter,Dog,11,T1,SF,11,0
Porter,Dog,11,T1,SF,12,0
Porter,Dog,11,T1,SU,13,1
Porter,Dog,11,T1,SU,14,0
Porter,Dog,11,T1,SU,15,0
Porter,Dog,11,T1,SU,16,0
Divot,Dog,13,T1,NSU,1,1
Divot,Dog,13,T1,NSU,2,1
Divot,Dog,13,T1,NSU,3,1
Divot,Dog,13,T1,NSU,4,1
Divot,Dog,13,T1,NSF,5,1
Divot,Dog,13,T1,NSF,6,1
Divot,Dog,13,T1,NSF,7,1
Divot,Dog,13,T1,NSF,8,1
Divot,Dog,13,T1,SU,9,1
Divot,Dog,13,T1,SU,10,1
Divot,Dog,13,T1,SU,11,1
Divot,Dog,13,T1,SU,12,1
Divot,Dog,13,T1,SF,13,0
Divot,Dog,13,T1,SF,14,0
Divot,Dog,13,T1,SF,15,0
Divot,Dog,13,T1,SF,16,0
JGrey,Dog,10,T1,NSF,1,1
JGrey,Dog,10,T1,NSF,2,1
JGrey,Dog,10,T1,NSF,3,1
JGrey,Dog,10,T1,NSF,4,1
JGrey,Dog,10,T1,NSU,5,1
JGrey,Dog,10,T1,NSU,6,1
JGrey,Dog,10,T1,NSU,7,1
JGrey,Dog,10,T1,NSU,8,0
JGrey,Dog,10,T1,SF,9,1
JGrey,Dog,10,T1,SF,10,0
JGrey,Dog,10,T1,SF,11,1
JGrey,Dog,10,T1,SF,12,1
JGrey,Dog,10,T1,SU,13,0
JGrey,Dog,10,T1,SU,14,0
JGrey,Dog,10,T1,SU,15,1
JGrey,Dog,10,T1,SU,16,1
Apollo,Dog,13,T1,NSU,1,1
Apollo,Dog,13,T1,NSU,2,1
Apollo,Dog,13,T1,NSU,3,1
Apollo,Dog,13,T1,NSU,4,1
Apollo,Dog,13,T1,NSF,5,1
Apollo,Dog,13,T1,NSF,6,1
Apollo,Dog,13,T1,NSF,7,0
Apollo,Dog,13,T1,NSF,8,0
Apollo,Dog,13,T1,SU,9,1
Apollo,Dog,13,T1,SU,10,1
Apollo,Dog,13,T1,SU,11,1
Apollo,Dog,13,T1,SU,12,0
Apollo,Dog,13,T1,SF,13,0
Apollo,Dog,13,T1,SF,14,0
Apollo,Dog,13,T1,SF,15,0
Apollo,Dog,13,T1,SF,16,0
Zelda,Dog,13,T1,SU,1,1
Zelda,Dog,13,T1,SU,2,0
Zelda,Dog,13,T1,SU,3,0
Zelda,Dog,13,T1,SU,4,0
Zelda,Dog,13,T1,SF,5,1
Zelda,Dog,13,T1,SF,6,0
Zelda,Dog,13,T1,SF,7,1
Zelda,Dog,13,T1,SF,8,1
Zelda,Dog,13,T1,NSU,9,1
Zelda,Dog,13,T1,NSU,10,1
Zelda,Dog,13,T1,NSU,11,1
Zelda,Dog,13,T1,NSU,12,1
Zelda,Dog,13,T1,NSF,13,1
Zelda,Dog,13,T1,NSF,14,1
Zelda,Dog,13,T1,NSF,15,1
Zelda,Dog,13,T1,NSF,16,1
Orion,Dog,16,T1,SF,1,1
Orion,Dog,16,T1,SF,2,1
Orion,Dog,16,T1,SF,3,1
Orion,Dog,16,T1,SF,4,1
Orion,Dog,16,T1,SU,5,1
Orion,Dog,16,T1,SU,6,1
Orion,Dog,16,T1,SU,7,1
Orion,Dog,16,T1,SU,8,1
Orion,Dog,16,T1,NSF,9,1
Orion,Dog,16,T1,NSF,10,0
Orion,Dog,16,T1,NSF,11,0
Orion,Dog,16,T1,NSF,12,1
Orion,Dog,16,T1,NSU,13,1
Orion,Dog,16,T1,NSU,14,1
Orion,Dog,16,T1,NSU,15,0
Orion,Dog,16,T1,NSU,16,0
CCI02,Dog,15,T1,NSF,1,1
CCI02,Dog,15,T1,NSF,2,1
CCI02,Dog,15,T1,NSF,3,1
CCI02,Dog,15,T1,NSF,4,1
CCI02,Dog,15,T1,NSU,5,1
CCI02,Dog,15,T1,NSU,6,1
CCI02,Dog,15,T1,NSU,7,1
CCI02,Dog,15,T1,NSU,8,1
CCI02,Dog,15,T1,SF,9,1
CCI02,Dog,15,T1,SF,10,1
CCI02,Dog,15,T1,SF,11,0
CCI02,Dog,15,T1,SF,12,1
CCI02,Dog,15,T1,SU,13,1
CCI02,Dog,15,T1,SU,14,1
CCI02,Dog,15,T1,SU,15,1
CCI02,Dog,15,T1,SU,16,1
CCI01,Dog,17,T1,SU,1,1
CCI01,Dog,17,T1,SU,2,1
CCI01,Dog,17,T1,SU,3,0
CCI01,Dog,17,T1,SU,4,1
CCI01,Dog,17,T1,SF,5,1
CCI01,Dog,17,T1,SF,6,0
CCI01,Dog,17,T1,SF,7,0
CCI01,Dog,17,T1,SF,8,0
CCI01,Dog,17,T1,NSU,9,1
CCI01,Dog,17,T1,NSU,10,1
CCI01,Dog,17,T1,NSU,11,0
CCI01,Dog,17,T1,NSU,12,1
CCI01,Dog,17,T1,NSF,13,1
CCI01,Dog,17,T1,NSF,14,0
CCI01,Dog,17,T1,NSF,15,1
CCI01,Dog,17,T1,NSF,16,0
CCI03,Dog,13,T1,SF,1,1
CCI03,Dog,13,T1,SF,2,1
CCI03,Dog,13,T1,SF,3,1
CCI03,Dog,13,T1,SF,4,1
CCI03,Dog,13,T1,SU,5,1
CCI03,Dog,13,T1,SU,6,1
CCI03,Dog,13,T1,SU,7,1
CCI03,Dog,13,T1,SU,8,1
CCI03,Dog,13,T1,NSF,9,1
CCI03,Dog,13,T1,NSF,10,0
CCI03,Dog,13,T1,NSF,11,0
CCI03,Dog,13,T1,NSF,12,0
CCI03,Dog,13,T1,NSU,13,1
CCI03,Dog,13,T1,NSU,14,1
CCI03,Dog,13,T1,NSU,15,1
CCI03,Dog,13,T1,NSU,16,1
CCI04,Dog,13,T1,SU,1,0
CCI04,Dog,13,T1,SU,2,0
CCI04,Dog,13,T1,SU,3,1
CCI04,Dog,13,T1,SU,4,1
CCI04,Dog,13,T1,SF,5,1
CCI04,Dog,13,T1,SF,6,0
CCI04,Dog,13,T1,SF,7,0
CCI04,Dog,13,T1,SF,8,0
CCI04,Dog,13,T1,NSU,9,1
CCI04,Dog,13,T1,NSU,10,1
CCI04,Dog,13,T1,NSU,11,1
CCI04,Dog,13,T1,NSU,12,1
